Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428,SXF,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225
SAH,Sana'a International Airport,Sanaa,Yemen,15.47630024,44.21969986,TAI,Ta'izz International Airport,Taiz,Yemen,13.68599987,44.13909912
RUH,King Khaled International Airport,Riyadh,Saudi Arabia,24.95759964,46.69879913,AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
JDH,Jodhpur Airport,Jodhpur,India,26.25110054,73.04889679,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703
NGO,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359,IOS,Bahia - Jorge Amado Airport,Ilheus,Brazil,-14.81599998,-39.03319931
BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375
CAN,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,34.5196991,113.8410034
MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,RIX,Riga International Airport,Riga,Latvia,56.92359924,23.97109985
BDO,Husein Sastranegara International Airport,Bandung,Indonesia,-6.900629997,107.5759964,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
HYD,Rajiv Gandhi International Airport,Hyderabad,India,17.23131752,78.42985535,SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,DAL,Dallas Love Field,Dallas,United States,32.847099,-96.851799
YNJ,Yanji Chaoyangchuan Airport,Yanji,China,42.88280106,129.451004,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958,LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025
ZQW,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976,JIK,Ikaria Airport,Ikaria,Greece,37.68270111,26.3470993
JKH,Chios Island National Airport,Chios,Greece,38.34320068,26.1406002,ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997
BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001
CFU,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.60189819,19.9116993,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011
NUX,Novy Urengoy Airport,Novy Urengoy,Russia,66.06939697,76.52030182,VKO,Vnukovo International Airport,Moscow,Russia,55.59149933,37.26150131
MUC,Munich Airport,Munich,Germany,48.353802,11.7861,CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959
FLN,Hercílio Luz International Airport,Florianopolis,Brazil,-27.67027855,-48.55250168,XAP,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-27.13419914,-52.65660095
BDS,Brindisi – Salento Airport,Brindisi,Italy,40.6576,17.947001,BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094
XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999,SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,38.28070068,114.6969986
SYX,Sanya Phoenix International Airport,Sanya,China,18.30290031,109.4120026,NNG,Nanning Wuxu Airport,Nanning,China,22.60829926,108.1719971
TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313,CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011
PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,KGL,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395
PQC,Phu Quoc International Airport,Phuquoc,Vietnam,10.1698,103.9931,VCA,Can Tho International Airport,Can Tho,Vietnam,10.08510017,105.711998
WAW,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014,YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998
FLR,Peretola Airport,Florence,Italy,43.810001,11.2051,VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024
BSC,José Celestino Mutis Airport,Bahia Solano,Colombia,6.20292,-77.3947,EOH,Enrique Olaya Herrera Airport,Medellin,Colombia,6.220549,-75.590582
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,2.841388941,-60.6922226,MAO,Eduardo Gomes International Airport,Manaus,Brazil,-3.038609982,-60.04970169
CLJ,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821,23.68619919,ZAZ,Zaragoza Air Base,Zaragoza,Spain,41.66619873,-1.04155004
BSK,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228,ALG,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994
RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998
NRN,Weeze Airport,Weeze,Germany,51.60240173,6.142169952,BRI,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599
KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991,MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002
OTP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899
KOE,El Tari Airport,Kupang,Indonesia,-10.17160034,123.6709976,SUB,Juanda International Airport,Surabaya,Indonesia,-7.379829884,112.7870026
MKE,General Mitchell International Airport,Milwaukee,United States,42.94720078,-87.89659882,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001
NNG,Nanning Wuxu Airport,Nanning,China,22.60829926,108.1719971,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,34.5196991,113.8410034
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,30.22949982,120.4339981,WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208
ZQW,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056,LPA,Gran Canaria Airport,Gran Canaria,Spain,27.93190002,-15.38659954
KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667,MIG,Mianyang Airport,Mianyang,China,31.42810059,104.7409973
TUF,Tours-Val-de-Loire Airport,Tours,France,47.43220139,0.727605999,RAK,Menara Airport,Marrakech,Morocco,31.60689926,-8.036299706
BWT,Wynyard Airport,Burnie,Australia,-40.99890137,145.7310028,MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002
XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999,MIG,Mianyang Airport,Mianyang,China,31.42810059,104.7409973
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,ELP,El Paso International Airport,El Paso,United States,31.80719948,-106.3779984
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896
VCE,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519,TIA,Tirana International Airport Mother Teresa,Tirana,Albania,41.41469955,19.72060013
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,41.24810028,-8.681389809,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003,TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955
BRN,Bern Belp Airport,Bern,Switzerland,46.91410065,7.497149944,MUC,Munich Airport,Munich,Germany,48.353802,11.7861
YQZ,Quesnel Airport,Quesnel,Canada,53.02610016,-122.5100021,YWL,Williams Lake Airport,Williams Lake,Canada,52.18310165,-122.0540009
BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,VTZ,Vishakhapatnam Airport,Vishakhapatnam,India,17.72120094,83.22450256
JOI,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-26.22450066,-48.79740143,VCP,Viracopos International Airport,Campinas,Brazil,-23.00740051,-47.1344986
DPL,Dipolog Airport,Dipolog,Philippines,8.601983499,123.3418751,CEB,Mactan Cebu International Airport,Cebu,Philippines,10.30749989,123.9789963
MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078,LFW,Lomé-Tokoin Airport,Lome,Togo,6.165609837,1.254510045
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997
CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965
SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899
BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093,BGY,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
JGN,Jiayuguan Airport,Jiayuguan,China,39.856899,98.3414,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
CNS,Cairns International Airport,Cairns,Australia,-16.88579941,145.7550049,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,EUG,Mahlon Sweet Field,Eugene,United States,44.12459946,-123.211998
YEK,Arviat Airport,Eskimo Point,Canada,61.09420013,-94.07080078,YRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.81140137,-92.11579895
MLA,Malta International Airport,Malta,Malta,35.857498,14.4775,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029
HAN,Noi Bai International Airport,Hanoi,Vietnam,21.22120094,105.8069992,UIH,Phu Cat Airport,Phucat,Vietnam,13.955,109.042
NAP,Naples International Airport,Naples,Italy,40.886002,14.2908,PMO,Falcone–Borsellino Airport,Palermo,Italy,38.175999,13.091
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,44.82830048,-0.715556026,AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222
KRR,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,45.03469849,39.17050171,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029
BOM,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,GOI,Dabolim Airport,Goa,India,15.38080025,73.83139801
HET,Baita International Airport,Hohhot,China,40.851398,111.823997,NZH,Manzhouli Xijiao Airport,Manzhouli,China,49.566667,117.33
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
BAH,Bahrain International Airport,Bahrain,Bahrain,26.27079964,50.63359833,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997,WNZ,Wenzhou Longwan International Airport,Wenzhou,China,27.912201,120.851997
TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968,PRG,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26
ASU,Silvio Pettirossi International Airport,Asuncion,Paraguay,-25.23999977,-57.52000046,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364
CTS,New Chitose Airport,Sapporo,Japan,42.77519989,141.6920013,AXT,Akita Airport,Akita,Japan,39.61560059,140.2189941
ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575,ADB,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
ELP,El Paso International Airport,El Paso,United States,31.80719948,-106.3779984,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965
HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996,NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003
LTN,London Luton Airport,London,United Kingdom,51.87469864,-0.368333012,FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958
LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,18.56739998,-68.36340332
SYX,Sanya Phoenix International Airport,Sanya,China,18.30290031,109.4120026,CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,MCT,Muscat International Airport,Muscat,Oman,23.59329987,58.28440094
TJM,Roshchino International Airport,Tyumen,Russia,57.1896019,65.32430267,NUX,Novy Urengoy Airport,Novy Urengoy,Russia,66.06939697,76.52030182
FNT,Bishop International Airport,Flint,United States,42.9654007,-83.74359894,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811
SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,18.04100037,-63.10889816,DOM,Douglas-Charles Airport,Dominica,Dominica,15.547,-61.299999
OGG,Kahului Airport,Kahului,United States,20.8986,-156.429993,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965
MOB,Mobile Regional Airport,Mobile,United States,30.69120026,-88.24279785,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,COK,Cochin International Airport,Kochi,India,10.152,76.401901
LYG,Lianyungang Airport,Lianyungang,China,34.571667,118.873611,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
CIF,Chifeng Airport,Chifeng,China,42.23500061,118.9079971,HRB,Taiping Airport,Harbin,China,45.62340164,126.25
AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.07719994,72.63469696,DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,40.978101,-124.109
PQQ,Port Macquarie Airport,Port Macquarie,Australia,-31.43580055,152.8630066,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
DAY,James M Cox Dayton International Airport,Dayton,United States,39.90240097,-84.2193985,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,13.7332,-60.952599,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,13.07460022,-59.49250031
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,41.24810028,-8.681389809,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
ZTH,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,37.7509,20.8843,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
